Food_Name,Type,Overview,Irritable_Bowel_Syndrome​_Score,Irritable_Bowel_Syndrome​_Reason,Obesity_Score,Obesity_Reason,Diabetes_Score,Diabetes_Reason,GI_score,Carbohydrate_content,Hyperlipidimia_Score,Hyperlipidemia_Reason,Hypertension_Score,Hypertension_Reason,Healthy,Think_Well_Score,Think_Well_Reason,Feel_Well_Score,Feel_Well_Reason,Live_Well_Score,Live_Well_Reason,Superfood,Allergens,Dietary_Restrictions,Similar_Choices,Mealtimes,Additional_food,,
Chickpea,4,High in fiber,3,Low FODMAP up to 40g,N,"1 cup (164 g) per serv:

Kcal: 268.96
Total Fat: 4.25g

Consider a snack",1,N/A,"36
Low GI","1 cup (164 g) / serv

CHO = 44.95 g = 2.99 ex

Considered as a snack",5,"Chickpea per serv (164 g) contains 0.44g of saturated fat.

SFA should be limited to 10% based on guidelines = <20g of SFA based on 1800 kcal
",5,Sodium per serv = 11.48 mg,5,,,,,,,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",,"Breakfast
Lunch
Dinner",,,
Herbal Chicken Tonic,3,Chicken cooked in herbal tonic  especially with its skin removed  is a lean source of protein and ideal for losing weight. Chicken is also a source of phosphorus which is vital for bone building.,5,Herbal chicken is low FODMAP if made without garlic and onion.,4,Consuming chicken with adequate vegetable intake is associated with prevention of becoming overweight or obese.,5,Consuming chicken with adequate vegetable intake is associated with prevention of type 2 diabetes.,N/A,"1 bowl soup (683 g) / serv

CHO = 8.71 g = 0.58 ex",4,Chicken is low in saturated fatty acids  especially with the skin removed. Saturated fatty acids are associated with hyperlipidemia.,1,Sodium per serv = 2453 mg,5,1,Chicken is high in tryptophan  which is used to produce serotonin and GABA.,1,Chicken protein may support the population of short-chain fatty acid (SCFA) producing Lactobacillus bacteria. However  overconsumption may cause gut dysbiosis. Thus  chicken has to be eaten in moderation.,-1,Chicken has moderate amounts of L-carnitine  a precursor of TMAO. Excessive intake may lead to production of TMAO  a metabolite made by our gut bacteria  and elevated levels of it has been associated with greater risks of cardiovascular diseases  type 2 diabetes  and obesity. Hence  it should not be eaten in high amounts.,0,N/A,Halal,"Fish Ball Soup
Skinless Roasted Chicken","Lunch
Dinner","Samgyetang
Chicken sopas
ABC soup",,
Skinless Roasted Chicken,3,Skinless roasted chicken is a lean source of protein and a better choice for heart health. Chicken also offers iron which is needed for producing red blood cells.,5,Skinless roasted chicken is low FODMAP.,4,Consuming chicken with adequate vegetable intake is associated with prevention of becoming overweight or obese.,5,Consuming chicken with adequate vegetable intake is associated with prevention of type 2 diabetes.,N/A,"1 portion (130 g) / serv

CHO = 0.83 g = 0.05 ex",4,Chicken is low in saturated fatty acids  especially with the skin removed. Saturated fatty acids are associated with hyperlipidemia.,4,Sodium per serv = 405.65 mg,5,1,Arginine can be converted to GABA precursor glutamate then GABA itself. GABA is a neurotransmitter that has been shown to induce feelings of calm and relaxation.,1,Chicken protein may support the population of short-chain fatty acid (SCFA) producing Lactobacillus bacteria. However  overconsumption may cause gut dysbiosis. Thus  chicken has to be eaten in moderation.,-1,Chicken has moderate amounts of L-carnitine  a precursor of TMAO. Excessive intake may lead to production of TMAO  a metabolite made by our gut bacteria  and elevated levels of it has been associated with greater risks of cardiovascular diseases  type 2 diabetes  and obesity. Hence  it should not be eaten in high amounts.,1,N/A,Halal,Skinless Roasted Chicken,"Lunch
Dinner","Grilled chicken
Baked chicken
Pan-fried chicken
Steamed chicken
Braised chicken",,
Beef Steak,3,Beef is a great source of iron which is essential for blood production. However  it is also a source of saturated fat which raises blood cholesterol levels and increase the risk of cardiovascular diseases.,5,Beef steak is low FODMAP.,1,Steak is from fattier cuts of meat  hence they have a greater fat content which promotes weight gain rather than weight loss.,1,High consumption of red meat promotes insulin resistance.,"0
Low GI",N/A,1,Red meat like beef is associated with increased levels of total and LDL cholesterol in a study with Korean individuals.,1,N/A,1,1,As an excellent source of tryptophan  beef would increase the production of serotonin and GABA.,-1,Animal fat decreases the number of SCFA producing bacteria and consequently lowers SCFA levels in the gut.,-1,High intake of red meat  such as beef  is associated with greater cardiovascular risk.,1,N/A,Halal,"Tofu
Prawn
Salmon
Skinless Roasted Chicken
Fried Chicken","Lunch
Dinner","Stir-fried beef
Roast beef
Beef stew
Meatloaf
Beef burger patty",,
Tofu,4,Tofu is very low in fat  especially saturated fats  making it a heart-healthy protein and great for weight loss. Tofu is also a great source of calcium for building bones.,5,Tofu is low FODMAP.,5,Soy protein in tofu has been found to reduce body weight and body fat mass.,5,Soy isoflavone genistein stimulates the secretion of insulin  preventing spikes in blood glucose levels.,"15
Low GI","1 piece (152 g) / serv

CHO = 5.78 g = 0.39 ex",5,Soy phytosterols have been shown to lower total and LDL cholesterol levels in men with mild high blood cholesterol.,5,Sodium per serv = 10.94 mg,5,1,Manganese in firm tofu is a co-factor in the synthesis of GABA.,1,Soy food like tofu can increase the population of SCFA producing Bifidobacteria and Lactobacilli.,1,Soy isoflavones are known to be cardioprotective. They are suggested to inhibit the formation of arterial plaque.,1,Soy,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Broad Bean
Soybean","Breakfast
Lunch
Dinner","Tempeh
Soy milk",,
Prawn,3,Prawns are suitable proteins for weight loss and preventing hyperlipidemia. Prawns are also rich in blood pressure lowering potassium and magnesium  and bone-building phosphorus.,5,Prawn is low FODMAP.,5,Prawns are lean sources of protein  and hence better when trying to reduce fat and caloric intake.,5,At equal energy intake  lean seafood reduces fasting and postprandial risk markers of insulin resistance  and improves insulin sensitivity in insulin-resistant adults.,"0
Low GI
","1 plate (380 g) / serv

CHO = 0 g = 0 ex",4,In a study whereby rats are fed with boiled prawn  it was found that they had reduced blood cholesterol levels.,2,Sodium per serv = 1504.8 mg,5,1,Prawns are high in tryptophan  which the body uses to produce serotonin and GABA.,1,Astaxanthin an antioxidant found in shrimp which increases gut butyrate in mice studies.,-1,Early research shows that prawns may reduce cholesterol and triglyceries in the liver  preventing fatty liver disease.,1,Shellfish,"Halal
Pescetarian","Salmon
Salmon Nigiri","Lunch
Dinner","Clam
Squid
Mussel
Lobster
Crab",,
Salmon,3,Fish oil has neuroprotective effects  preventing cognitive decline and preserving brain function. Fish oil also has omega-3 fatty acids which have cardioprotective effects and lower blood lipid levels.,5,Salmon is low FODMAP.,4,Omega-3 fatty acids in salmon have been shown to aid in weight maintenance.,5,High intake of fatty fish like salmon was found to improve blood sugar control in overweight and obese adults.,"0
Low GI
","1 piece (310 g) / serv

CHO = 0 g = 0 ex",5,Omega-3 polyunsaturated fats in salmon is suggested to lower total and LDL cholesterol while raising HDL cholesterol.,5,Sodium per serv = 164.3 mg,5,1,Salmon is a rich source of tryptophan  which is used to synthesise GABA and serotonin.,1,Salmon is high in omega-3 polyunsaturated fatty acids which increase the population of butyrate-producing bacteria  such as Bifidobacterium and Lactobacillus.,1,EPA & DHA in salmon oil are reported to have cardioprotective effects. They both lower blood triglyceride levels  improve blood flow (arterial compliance)  and protect the heart from oxidative damage.,1,Fish,"Halal
Pescetarian","Salmon
Salmon Nigiri","Lunch
Dinner","Mackerel
Tuna
Sardines
Herring
Anchovies",,
Natural Yoghurt,4,Yoghurt is rich in calcium and phosphorus  minerals crucial for bone building. Yoghurt is also a probiotic  promoting a balanced and diverse gut microbiome.,1,Natural yoghurt is high FODMAP.,5,In a study of adults with metabolic syndrome  yogurt consumption led to an average weight loss of 4.3 kg over 10 weeks.,5,Yoghurt consumption has been associated with lower risk of type 2 diabetes  as a probiotic it may alter glucose metabolism in a favourable manner.,"19
Low GI","1 cup (150 g) / serv

CHO = 7.05 g = 0.47 ex",5,Yoghurt has been associated with greater HDL cholesterol levels.,5,Sodium per serv = 82.5 mg,5,1,Yoghurt contains good bacteria which helps produce GABA and serotonin in our gut.,1,Yoghurt supports the population of SCFA producing bacteria and helps increase propionate and butyrate.,1,Yogurt has liver-protective benefits  thereby supporting healthy bile production.,1,"Lactose
Milk","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Beef Steak
Salmon
Prawn
Herbal Chicken Tonic
Soybean","Breakfast
Snack","Lassi
Kefir
Yakult/ vitagen
Milk
Greek yogurt",,
Acai Bowl,4,Acai bowls are packed with vitamins and minerals from the fruits and yoghurt in it. Acai itself is an abundant source of anthocyanins which have cardioprotective  anti-diabetic and anti-obesity effects.,1,Acai bowl is high FODMAP.,4,Acai bowls are rich in anthocyanins  and fruits which can aid with weight loss. However  acai bowls loaded fruit and nut toppings can have a high caloric content which can result in weight gain. ,1,Consumption of anthocyanin rich fruits have shown to improve the insulin and glucose profiles in both healthy and type 2 diabetic people. However  acai bowls loaded with fruits is rich in carbohydrates which can cause a spike in blood sugar levels.,N/A,"1 bowl (347 g) / serv

CHO = 54.13 g = 3.6 ex",5,Anthocyanins has demonstrated increasing HDL cholesterol levels and lowering LDL cholesterol levels.,5,Sodium per serv = 63.5 mg,4,1,Acai has vitamin B6  which is vital for the production of GABA  serotonin  and dopamine.,1,The polyphenols and fibre from the fruits and acai would be fermented by the gut bacteria to produce short chain fatty acids (SCFA).,1,Acai is rich in anthocyanins which have been suggested to lower the risk of cardiovascular disease. Hence  they may work against cardiovascular risks associated with elevated levels of TMAO.,0,"Lactose
Nuts","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Pomegranate
Strawberry
Blueberry
Blackberry
Raspberry","Breakfast
Snack",,,
Chicken Quinoa Salad with Vegetables,3,Chicken quinoa salad is a great dish for weight loss as it is packed with fibre and lean protein. Fibre from the quinoa and phytochemicals in the vegetables have cardioprotective effects.,1,Chicken quinoa salad is high FODMAP due to onions.,5,Fibre from the vegetables and quinoa  and protein from the chicken makes the dish filling and prevent snacking after eating. When made with lean chicken meat  the salad would be a protein-rich meal suitable for weight loss.,1,Consuming whole grains like quinoa  and vegetables is associated with lowered risk of diabetes.,"Quinoa:
53
Low GI","Carbs from quinoa
1 cup (170 g) / serv

CHO = 109.07 g = 7 ex",5,Dietary fibre from the vegetables and grains of the salad would help lower blood cholesterol levels.,5,Sodium per serv = 8.5 mg,5,1,Tryptophan in chicken is used to synthesise serotonin and GABA.,1,Quinoa was found to increase the abundance of bifidobacterium and lactobacillus-enterococcus  and increase levels of lactate  acetate  and butyrate.,1,High fibre from the whole grains and vegetables in this dish make it gall bladder friendly and likely to promote increased bile production by binding bile acids and cholesterol in the intestinal tract.,0,N/A,Halal,"Skinless Roasted Chicken
Lettuce
Red Cabbage
Brown Rice
Oat","Lunch
Dinner",,,
Chickpea Curry,4,Chickpeas are a great source of soluble fibre which promotes gut health. However  chickpea curry's high fat content would induce gut dysbiosis  and also promote weight gain.,1,Chickpea curry is high FODMAP.,1,Chickpea curry when cooked with less fat or coconut cream provides good sources of plant based protein and can be part of a healthy weight loss diet.,1,Resistant starch in chickpeas slows digestion so that sugar and carbohydrates in food are absorbed gradually into the bloodstream. This avoids dangerous blood sugar spikes that contribute to development of type 2 diabetes.,"Chickpea:
36
Low GI",N/A,1,High fiber in chickpeas reduce cholesterol absorption from food. Chickpeas also contain polyunsaturated fats. In one study  participants who consumed four cans of chickpeas per week for 12 weeks had an average decline of approximately 8 points in cholesterol levels.,1,N/A,1,1,Chickpeas are high in tryptophan  which is required for production of serotonin and GABA.,1,Raffinose in chickpeas is used as a fuel source by butyrate-producing bacteria.,1,Fibre in chickpeas lowers cholesterol and bile acid absorption from food  leading to increased bile production by the liver. Chickpeas prevent fat accumulation in the liver  resulting in improved liver function and ability to produce bile.,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Broad Bean
Soybean
Black Bean
Lima Bean","Breakfast
Lunch
Dinner",Lotus Seed,,
Dhal,4,Dhal is packed with both soluble and insoluble fibres which both promote good gut health. Lentils in dhal are also rich in antioxidants that have cardioprotective effects.,1,Dhal is high FODMAP.,5,Dhal is a low-fat source of fibre and plant protein  and would be a great addition to a healthy weight loss diet.,1,Lentils have a low glycemic index and are a healthy carbohydrate source for diabetics when consumed in moderation. ,"29
Low GI","1 cup (191 g) / serv

CHO = 121.09 g = 8 ex",5,Soluble fiber in lentils lower cholesterol by preventing absorption of cholesterol in food.,5,Sodium per serv = 64.94 mg,5,1,Lentils are rich in manganese  a vital mineral for the conversion of glutamate to GABA precursor glutamine.,1,Turmeric  which is used in dhal  is suggested to have cardioprotective effects by lowering total and LDL cholesterol.,1,Lentils may have bile acid binding properties. This increases the excretion of bile acids and encourage the production of fresh bile. ,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Soybean
Black Bean
Broad Bean
Chickpea Curry
Lima Bean","Breakfast
Lunch
Dinner",,,
Kimchi,2,Kimchi has probiotic effects and has been shown to support the population of beneficial gut bacteria like lactic acid bacteria. Lactic acid bacteria plays a role in maintaining the integrity of our gut and controlling blood cholesterol levels.,2,Kimchi has possibly high FODMAP due to garlic and spring onion.,5,Lactobacilluus Sakei  a bacteria found in kimchi  is suggested to help body fat loss.,5,Kimchi consumption led to significant decrease in fasting blood sugar in a study of healthy young adults.,N/A,"1 tbsp (15 g) / serv

CHO = 0.75 g = 0.05 ex",5,Significant cholesterol-lowering effects of kimchi were observed in a study of healthy young adults  with greater effects noted in those whose starting cholesterol levels were highest.,5,Sodium per serv = 85.5 mg,5,1,Kimchi could be a source of GABA as its lactic acid bacteria  such as Lactobacillus buchneri and Lactobacillus brevis  produces GABA.,1,As a probiotic food  kimchi enhance the abundance and diversity of the gut microbiome which increases the production of SCFA.,1,Many phytochemical antioxidants in kimchi would protect the heart and liver from oxidative damage. ,1,N/A,"Halal
Pescetarian","Red Cabbage
Garlic
Beetroot","Breakfast
Lunch
Dinner","Radish
Sauerkraut",,
Korean Kimchi Soup,4,Kimchi is packed with vitamins and fibre from the various vegetables in it. Kimchi soup is also low in fat  and a source of protein as it has tofu in it. It is a healthy dish for weight loss and heart health all around.,2,Kimchi soup has possibly high FODMAP due to garlic and spring onion.,5,Kimchi soup is low in fat and packed with vegetables. The fibre from the vegetables help make the soup filling. With tofu as a source of lean protein  kimchi soup provides many needed nutrients at low energy density and would be beneficial for weight loss.,5,Providing 4.5g of fibre per 100g  kimchi's high fibre content reduces insulin levels and improve blood glucose control.,N/A,"1 portion (615 g) / serv

CHO = 21.53 g = 1.43 ex",5,Studies have demonstrated cholesterol-lowering benefits of kimchi.,1,Sodium per serv = 3554.7 mg,5,1,Kimchi has GABA-producing bacteria and polyphenols which may support the population of GABA-producing bacteria in our gut.,1,Fibres and fermentable polysaccharides from vegetables could be fermented by gut bacteria to produce more SCFA.,1,Capsaicin from kimchi and added chilli has antioxidative properties and coud protect the heart and liver from oxidative damage.,0,"Fish
Shellfish
Soy","Halal
Pescetarian","Red Cabbage
Garlic
Beetroot","Breakfast
Lunch
Dinner","Radish
Sauerkraut",,
Lentil with Rice,4,Lentils provide much soluble and insoluble fibre that benefits gut health. Especially if made with brown rice  the dish's fibre content makes it filling and suitable for weight loss.,1,Lentil with rice is high FODMAP.,5,Lentils are high in fibre which helps keep you full longer and reduce your energy intake to lose weight.,1,Pulses like lentils are high in fibre and have been found to improve insulin levels and blood sugar control.,"29
Low GI","1 portion (282 g) / serv

CHO = 49.14 g = 3.28 ex",5,Fibre in lentils and brown rice reduces cholesterol levels. White rice consumption leads to higher cholesterol and inflammation levels compared to brown rice.,5,Sodium per serv = 496.94 mg,5,1,Vitamin B6 in lentils is required to produce serotonin and GABA.,1,Resistant starch in lentils promote diversity and abundance of the gut microbiome  and in turn increases SCFA production by the healthy gut bacteria.,1,Lentil polyphenol antioxidants have hepato- and cardioprotective effects by inhibiting oxidative damage in the heart and liver.,0,Grain,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Lima Bean
Black Bean
Soybean
Broad Bean
Brown Rice","Breakfast
Lunch
Dinner",,,
Stir-fried Tempeh with Longbean,4,Both tempeh and longbeans are rich in potassium that lowers high blood pressure  reducing risk of heart disease. As it is stir-fried  it is also not so fatty and healthier for weight managment as well.,1,Stir-fried tempeh with longbean has high FODMAP.,5,Tempeh and longbeans are packed with fibre and low in calories  helping to keep you full and prevent snacking after meals. The low energy dense dish is suitable for a weight loss diet.,5,Soy isoflavones from tempeh are linked with increased insulin secretion and lowered blood glucose levels. The high fibre content of the dish combats insulin resistance.,"Tempeh
15 Low GI

Long bean
86 High GI","1 plate (420.5 g) / serv

CHO = 9.08 g = 0.6 ex",4,Functional peptides in soybeans help reduce cholesterol levels. Soluble fiber in long beans inhibits cholesterol absorption.,4,Sodium per serv = 688.78 mg,4,1,Tempeh was reportedly associated with improved memory in elderly in a study. Longbeans also provide vitamin B6 which is a necessary cofactor for serotonin and GABA production.,1,Tempeh is suggested to increase the abundance of gut bacteria which enhances SCFA production and raises SCFA levels in the gut.,1,Both tempeh and longbeans are rich sources of potassium that is known to lower high blood pressure. High blood pressure is a risk for cardiovascular diseases and could impair cognitive ability.,0,Soy,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","French Bean
Longbean
Tofu
Soybean","Breakfast
Lunch
Dinner",Soy Milk,,
Pumpkin Soup,2,Beta-carotene in pumpkin is a precursor to vitamin A which is vital for eyesight. Beta-carotene is also an antioxidant  which may offer cardioprotective and neuroprotective benefits.,2,Pumpkin soup has possibly high FODMAP.,5,Pumpkin offers fibre which helps to induce feelings of being full which helps with weight loss. It should be made with less butter and cream to reduce its energy density for it to be suitable for weight loss.,5,A preliminary study found that a polysaccharide in pumpkin may alleviate diabetes by improving insulin sensitivity.,"Pumpkin
64 Medium GI

Pumpkin soup
N/A","1 portion (493 g) / serv

CHO = 35.5 g = 2.4 ex

Consider a meal",5,Pumpkin decreases LDL (bad cholesterol) levels and increases HDL (good cholesterol) levels. However  saturated fat in heavy cream and milk promote hyperlipidemia. Depending on the recipe and the individual  this dish could contribute to hyperlipidemia.,3,Sodium per serv = 1153.62 mg,4,1,Pumpkin is a source of manganese and vitamin B6  both of which are involved in the synthesis of serotonin and GABA.,1,Pumpkin polysaccharides were found to support the growth of numerous healthy gut bacteria and subsequently enhance SCFA production.,1,Pumpkin is full of carotenoid antioxidants  like beta-carotene  which protects the heart and liver from oxidative stress.,0,"Lactose
Milk","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian","Yam
White Potato
Carrot
Chicken Herbal Tonic
Corn Chowder","Lunch
Dinner",,,
Salmon Nigiri,3,Omega-3 fatty acids in salmon promote heart health by lowering blood lipid and cholesterol levels. Salmon is also a source of phosphorus which is needed for building bones.,5,Salmon nigiri has low FODMAP.,4,Omega-3 fatty acids in salmon has been shown to aid in weight maintenance by raising SCFA levels in the gut. Higher levels of SCFA in the gut is suggested to have antiobesity effects.,5,Salmon nigiri compromises of white rice  which has a high glycemic index. People with diabetes should eat rice in moderation.,N/A,"1 piece (34 g) / serv

CHO = 9.72 g = 0.65 ex

",5,Omega-3 polyunsaturated fats in salmon could improve blood lipid profiles  raising HDL cholesterol levels while reducing total and LDL cholesterol.,5,Sodium per serv = 114.92 mg,4,1,Salmon contains a high amount of tryptophan  which is used to synthesise GABA and serotonin.,1,Fish oil from salmon may support the growth of butyrate-producing Lactobacillus.,-1,Omega-3 polyunsaturated fatty acids from salmon has been found to lower blood and liver lipids which promote heart and liver health.,0,Fish,"Halal
Pescetarian","Salmon
Brown Rice","Lunch
Dinner","Mackerel
Tuna
Herring
Anchovies",,
Stir-fried Vegetables,2,Stir-fried vegetables provide phytonutrients and heart-healthy fibre  lowering the risk of cardiovascular diseases. Fibre also helps prevent constipation and protect against colorectal cancer.,1,Stire-fried vegetables has high FODMAP.,5,Stir fried mixed vegetables is a fibre-rich dish and helps to keep one full. Especially when cooked with little oil  it is a low energy dense food that is suitable for weight loss.,5,Diets high in vegetables can reduce risk for type 2 diabetes by 42%  according to one study.,N/A,"1 plate (109.34 g) / serv

CHO = 2.81 g = 0.19 ex

",5,Fibre from vegetables help to lower total and LDL cholesterol. Cooking oil that is primarily of unsaturated fats like canola and soybean oil should be used as they are cardioprotective.,5,Sodium per serv = 292.81 mg,4,1,Vegetable phytochemicals nourish the lactic acid bacteria in the gut. Many of these lactic acid bacteria produce GABA.,1,Vegetables are rich in polyphenols which promote the growth of SCFA producing bacteria such as Lactobacillus and Bifidobacterium.,1,Vegetables such as carrots  spinach  tomatoes  and red capsicum are rich in carotenoid antioxidants. Their antioxidative properties prevent oxidative stress which harms the heart and liver. ,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan",Spinach,"Lunch
Dinner",,,
Thai Mango Salad,1,Fibre and antioxidants from the green mango and other vegetables promote heart health by reducing blood pressure and cholesterol levels. The salad would also be a great source of vitamins since they would not be destroyed by heat from cooking.,1,Thai mango salad has high FODMAP.,5,Thai mango salad is rich in fibre and can be low in fat  making it filling without being too high in calories.,1,Unripe mango is rich in polyphenols that reduce blood sugar levels.,"Mango
51
Low GI","1 plate (263 g) / serv

CHO = 47.6 g = 3.2 ex

",5,Mango and other plant ingredients in thai mango salad help prevent cholesterol buildup in the arteries.,1,Sodium per serv = 1893.6 mg,5,1,Fruits encourage the growth of lactic acid bacteria  of which many strains are GABA-producing bacteria.,1,Mangoes and other ingredients in a thai mango salad promote the health of gut bacteria  thereby promoting butyrate production.,1,High in fiber  thai mango salad lowers cholesterol levels and binds to bile acids in the intestinal tract  prompting the liver to produce new bile.,0,"Nuts
Fish","Halal
Pescetarian",Brussel Sprout,"Lunch
Dinner",,,
Black Tea,5,Amino acid L-theanine in black tea may have calming effects on the mind. Black tea's polyphenols also have antioxidative effects  protecting against cardiovascular disease and neurodegenerative disorders.,5,Weak black tea is low FODMAP but strong black tea is low FODMAP only up to portions of 180g.,5,Black tea's polyphenols have anti-obesity effects which aid in weight loss.,5,Black tea increases metabolic rate  which promotes cellular energy burning. People who drink at least 4 cups of black tea per day have been found to have 16% lower risk of type 2 diabetes. Black tea also enhances insulin activity.,"0
Low GI","1 cup (250 g) / serv

CHO = 0.25 g = 0.02 ex

",5,Lowers levels of LDL and triglycerides.,5,Sodium per serv = 2.5 mg,5,1,L-theanine in black tea increases levels of GABA and serotonin in the brain.,1,Drinking tea may support the growth of our healthy gut bacteria  and their production of short chain fatty acids.,1,Black tea polyphenols interacts with your gut microbiota providing a potential cardioprotective effect.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Green Tea
Kombucha",Beverage,"White tea
Oolong tea
Herbal tea",,
Green Tea,5,Green tea's polyphenols have anti-oxidative effects which may confer cardioprotective benefits. Green tea is also a source of quercetin  it promotes gut microbiome diversity and supports the populations of beneficial gut bacteria.,5,Green tea is low FODMAP.,5,Green tea has a minor impact on aiding weight loss and maintenance.,5,A clinical trial found that green tea was more effective for controlling blood sugar than a popular diabetes drug in a group of overweight women.,N/A,"1 cup (250 g) / serv

CHO = 0.5 g = 0.03 ex

",5,In a clinical trial green tea consumption for 12 weeks significantly lowered cholesterol levels.,5,Sodium per serv = 7.5 mg,5,1,Preliminary laboratory studies indicate that green tea may increase the activity and production of serotonin.,1,Green tea polyphenol antioxidants are utilized by beneficial gut bacteria  which  in turn produces butyrate that benefits your intestinal health.,1,Green tea contain catechins which have been shown to have cardioprotective effects. They may help negate the cardiovascular risks associated with elevated levels of TMAO.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Black Tea
Kombucha",Beverage,"White tea
Oolong tea
Herbal tea",,
Kombucha,5,As a fermented beverage  kombucha has probiotic effects that support the populations of beneficial bacteria in our gut microbiome. Kombucha also possesses antioxidative effects  promoting heart health.,1,Kombucha is high FODMAP.,5,Both green tea and black tea  from which kombucha is made  contain antioxidants that promote weight loss.,5,Kombucha may reduce blood sugar levels  according to animal studies.,N/A,"1 cup (372 g) / serv

CHO = 14.8 g = 0.98 ex

",5,Preliminary evidence indicates that kombucha may have cholesterol-lowering benefits by delaying the absorption of LDL (bad) cholesterol and increasing levels of HDL (good) cholesterol.,5,Sodium per serv = 7.44 mg,4,1,Kombucha contains vitamin B6  which is vital for the production of GABA  serotonin and dopamine.,1,Kombucha supplementation alters the diversity of the gut microbiota and promotes the growth of butyrate-producing bacteria  which is shown to exert anti-inflammatory effects in an animal studies.,1,Kombucha has shown to have hepato-protective effects in animals.,1,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Black Tea
Green Tea",Beverage,"White tea
Oolong tea
Herbal tea",,
Dark Chocolate,4,Dark chocolate has epicatechin  an antioxidant which may have heart-protective benefits. Dark chocolate has been suggested to lower blood pressure  and improve blood lipid levels. ,5,Dark chocolate is low FODMAP.,5,Dark chocolate and cocoa may have anti-obesity effects by slowing fat and glucose digestion to increase satiety.,5,A review of published literature found that consumption of dark chocolate significantly reduced fasting blood sugar levels.,"23
Low GI","1 cube (20 g) / serv

CHO = 12.52 g = 0.83 ex

",5,Dark chocolate increases levels of beneficial HDL cholesterol and decreases levels of dangerous LDL cholesterol.,5,Sodium per serv = 11 mg,4,1,Dark chocolate is a source of serotonin.,1,Consumption of dark chocolate has been shown to support the growth of lactobacillus bacteria  which produces short chain fatty acids.,1,Moderate consumption of dark chocolate may confer cardioprotective benefits  which may then in turn combat the cardiovascular risks associated with elevated levels of TMAO.,0,"Lactose
Soy
Milk","Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian 
Ovo-vegetarian
Vegan","Black Tea
Green Tea
Blueberry
Blackberry
Plum",Snack,"Dark chocolate fruit bark
Dark chocolate granola
Dark chocolate muesli bars
Dark chocolate truffles
Dark chocolate drink",,
White Fungus and Longan Soup,5,The dried fruits and white fungus provide some fibre for the gut microbiome  feeding the healthy bacteria in our gut. However  the dish is also rich in sugar and would be unsuitable for weight loss and diabetic diets.,1,This dish is high FODMAP.,5,White fungus and longan are sources of fibre and can be a healthier choice when made with less added sugar.,1,White fungus is high in fibre and low in carbohydrates. However  it is sweetened with refined sugar which may cause a spike in blood sugar levels and may be unsuitable for those with diabetes.,N/A,"1 bowl (336 g) / serv

CHO = 43.01 g = 2.87 ex

Consider a snack",4,White fungus may aid with lowering cholesterol levels.,5,Sodium per serv = 30.24 mg,4,1,Red dates or jujube has the potential of preventing neurological diseases.,1,Longan contains pectin  a soluble fiber that nourishes the gut microbiome and promotes butyrate production.,1,White fungus has shown to be liver protective and has anti-fatigue properties in animal studies.,0,N/A,"Halal
Pescetarian
Lacto-vegetarian
Lacto-ovo-vegetarian Ovo-vegetarian
Vegan","Rambutan
Lychee
Red Grape
Honeydew
Passionfruit",Snack,,,
